pm10,pm2_5,co,no2,o3,so2
22.0,27.0,4.25,1.1,3.7,0.4
23.0,21.0,5.7,2.4,40.1,0.675
23.0,91.0,5.814285714285714,2.914285714285714,5.3,0.9500000000000001
23.0,161.0,5.928571428571429,3.428571428571429,5.966666666666667,1.225
23.0,120.0,6.042857142857143,3.942857142857143,6.633333333333334,1.5
23.0,93.0,6.1571428571428575,4.457142857142857,7.300000000000001,1.775
23.0,63.5,6.271428571428571,4.9714285714285715,7.966666666666667,2.0500000000000003
23.0,34.0,6.385714285714286,5.485714285714286,8.633333333333335,2.325
23.0,64.0,6.5,6.0,9.3,2.6
7.0,13.0,3.3,20.4,15.1,2.1
4.0,13.0,0.1,11.75,32.7,1.0
12.0,33.0,0.9999999999999999,3.1,29.4,0.6
18.0,49.0,1.9,7.6,21.5,0.7
13.0,25.0,1.45,6.1,19.7,0.6749999999999999
20.0,42.0,1.0,7.25,21.6,0.6499999999999999
15.0,45.0,0.55,8.4,28.6,0.625
10.0,21.0,0.1,5.5,24.4,0.6
10.5,31.0,0.7999999999999999,4.65,16.2,0.7
11.0,41.0,1.5,3.8,8.0,0.8
21.0,53.0,10.0,34.3,6.4,1.5
26.0,40.0,1.0,25.65,13.0,0.1
11.0,30.0,0.1,17.0,15.666666666666666,1.7666666666666668
44.0,19.0,3.2500000000000004,10.35,18.333333333333332,3.4333333333333336
77.0,15.0,6.4,3.7,21.0,5.1
110.0,93.0,1.3,1.6,11.6,14.9
85.5,52.5,1.28,4.44,10.56,12.45
61.0,12.0,1.26,7.280000000000001,9.52,10.0
36.5,5.0,1.24,10.120000000000001,8.48,7.55
12.0,25.0,1.22,12.96,7.44,5.1
15.333333333333334,26.0,1.2,15.8,6.4,2.6500000000000004
18.666666666666668,13.0,1.5666666666666667,3.1,31.2,0.2
22.0,55.0,1.9333333333333331,16.0,17.5,1.1
7.0,18.0,2.3,1.0,31.55,3.4499999999999997
17.0,61.0,0.1,22.3,45.6,5.8
24.5,13.0,5.0,5.2,24.1,0.2
32.0,52.0,0.1,33.6,20.5,0.6
23.0,48.0,0.4666666666666667,6.4,26.65,0.62
15.5,26.5,0.8333333333333333,5.550000000000001,32.8,0.64
8.0,5.0,1.2,4.7,28.1,0.6599999999999999
21.0,1.0,3.3,0.6,28.9,0.6799999999999999
