pm10,pm2_5,co,no2,o3,so2,cluster
20.0,64.0,5.05,2.2,20.0,1.0,0
34.0,56.0,2.3,3.1,20.0,0.2,4
27.0,41.0,5.6,20.8,4.8,0.2,4
25.0,32.0,3.9499999999999997,11.949999999999998,11.8,0.1,4
25.0,20.0,5.6,20.8,8.3,0.1,2
9.0,15.0,1.9,3.7,14.7,0.2,2
9.0,34.0,1.9,3.7,19.2,0.2,4
18.0,30.0,1.9,3.7,9.4,0.2,2
18.0,15.0,2.3,,2.0,,2
6.0,17.0,2.3,1.9,8.8,0.3,2
6.0,23.0,2.3,1.9,5.400000000000001,0.3,2
6.0,35.0,2.3,0.1,29.6,0.3,1
,13.0,,2.5,27.2,,1
2.0,5.0,,1.2999999999999947,28.400000000000002,,2
2.0,68.0,3.4,5.1,27.2,,0
2.0,17.0,3.4,10.2,11.2,,2
13.0,38.0,2.2,5.5,14.7,0.6,4
23.0,38.0,2.8,7.849999999999995,12.6,0.6,4
18.0,18.0,2.2,5.5,11.2,0.6,2
23.0,37.0,,,11.9,,2
,41.0,2.3,8.8,12.1,,4
,21.0,3.4,7.1,17.6,,1
3.0,31.0,2.9,8.4,17.6,,4
3.0,18.0,3.15,7.749999999999995,17.6,,2
3.0,36.0,2.9,8.4,17.6,0.2,2
,13.0,,,,0.2,2
19.0,52.0,0.1,1.5,11.0,0.8,4
19.0,32.5,0.1,3.8,11.0,0.8,2
19.0,21.0,0.1,2.6499999999999946,11.0,0.8,2
13.0,20.0,,5.6,20.8,,1
10.0,25.0,,5.6,0.1,,2
11.5,17.0,1.9,4.7,29.6,0.2,1
7.0,25.0,1.9,5.149999999999994,8.0,0.2,2
7.0,34.0,1.9,2.8,20.8,0.2,4
7.0,21.0,1.9,2.8,24.1,,1
22.0,48.0,1.2,2.8,21.6,0.2,4
22.0,49.0,1.2,,22.85,0.2,4
22.0,8.0,1.2,1.2,32.0,0.2,1
,17.0,,1.2,32.0,,2
26.0,53.0,2.9,0.1,32.0,,0
19.0,30.0,2.9,0.1,,0.2,2
3.0,11.0,2.3,5.1,23.3,0.2,1
16.0,33.0,1.2,1.0,4.9,0.2,2
14.0,32.0,1.75,3.0499999999999945,4.0,0.6,2
15.0,21.0,3.4,7.1,17.6,0.40000000000000013,1
14.0,44.0,1.3,7.1,1.3,0.2,4
25.0,22.0,0.1,4.2,28.5,1.1,1
9.0,20.0,0.7000000000000002,4.2,21.6,1.5,1
5.0,19.0,0.1,4.2,12.2,1.3,2
12.0,15.0,,,24.8,1.5,1
19.0,35.0,,7.5,12.1,,4
15.5,21.0,3.4,7.1,17.6,,1
13.0,38.0,2.2,5.5,14.7,0.6,4
13.0,32.0,2.4,17.6,8.8,0.6,2
13.0,35.0,0.1,1.8,0.1,0.8,2
,19.0,1.2499999999999998,9.699999999999996,4.450000000000003,0.8,2
,13.0,0.1,1.8,28.9,0.8,1
9.0,17.0,1.4,1.0,16.3,0.6,2
18.0,21.0,1.4,1.0,22.6,0.6,2
11.0,26.0,0.6,1.0,16.3,2.9,2
13.0,15.0,0.6,,,2.9,2
6.0,22.0,0.6,1.6,24.8,2.9,1
9.5,18.5,,1.6,11.2,,2
6.0,51.0,,1.6,18.0,,4
12.0,13.0,,,18.4,,1
4.0,21.0,2.1,1.7,32.0,,1
16.0,41.0,5.6,21.9,6.4,0.2,4
9.0,17.0,1.4,1.0,16.3,0.6,2
6.0,18.0,1.2,1.3,20.0,0.4,1
7.5,63.0,1.2999999999999998,1.149999999999995,18.150000000000006,0.6,0
16.0,41.0,5.6,21.9,6.4,0.2,4
8.0,30.0,0.1,3.8,19.2,0.3,4
7.0,17.0,1.9,9.2,16.3,0.6,2
6.0,16.0,2.4,5.0,26.4,0.44999999999999996,1
6.5,28.0,2.1499999999999995,7.099999999999994,21.35,0.6,2
6.0,18.0,2.4,5.0,24.8,,1
3.0,23.0,,26.0,1.0,10.0,2
5.0,8.0,2.3,7.5,30.4,0.2,1
4.0,3.0,2.3,16.749999999999993,18.4,5.1,1
4.5,38.0,2.3,7.5,21.6,0.2,4
4.0,49.0,,3.0,17.6,,4
,7.0,,3.0,18.4,,1
,9.0,,3.0,18.000000000000004,0.1,2
,16.0,1.7,4.7,28.1,0.1,1
16.0,18.0,1.7,4.7,28.1,0.1,2
20.0,33.0,1.0,1.9,7.4,0.4,4
12.0,30.0,1.0,7.5,1.6,0.4,2
16.0,15.0,1.0,4.699999999999994,4.5000000000000036,0.4,2
12.0,14.0,,15.3,13.6,,2
10.0,55.0,,15.3,13.6,,0
10.0,13.0,0.1,3.8,29.6,0.5,1
10.0,30.0,2.3,3.8,11.2,0.5,2
12.0,13.0,1.1999999999999995,3.8,18.4,0.5,1
12.0,65.0,2.3,3.8,14.8,,0
12.0,21.0,3.4,7.1,17.6,,1
,13.0,3.4,7.1,12.1,,2
,9.0,3.4,7.1,26.4,,1
18.0,38.0,,,19.250000000000004,,4
16.0,41.0,5.6,21.9,6.4,0.2,4
11.0,23.0,0.1,3.3,11.4,0.2,2
13.5,52.0,2.849999999999999,12.599999999999993,15.2,0.2,4
6.0,13.0,0.1,3.3,15.9,0.2,2
6.0,37.0,,,15.550000000000002,,2
6.0,9.0,,,15.9,,2
2.0,20.0,,3.8,31.2,,1
14.0,22.0,2.3,6.0,16.0,,2
8.0,18.0,2.3,4.899999999999993,28.9,0.2,1
11.0,28.0,5.6,16.9,7.3,0.2,2
8.0,23.0,3.9499999999999997,14.8,18.1,0.2,2
6.0,11.0,5.6,4.2,24.8,0.6,1
6.0,25.0,2.3,5.3,21.6,1.5,1
6.0,35.0,2.3,4.749999999999993,23.200000000000006,1.05,2
,34.0,2.3,5.3,21.6,1.5,2
,17.0,,,27.2,,1
17.0,31.0,,0.9,11.8,0.6,4
19.0,42.0,,0.9,19.500000000000007,0.6,4
16.0,41.0,5.6,21.9,6.4,0.2,4
6.0,19.0,5.6,3.9,25.6,0.3,1
11.0,13.0,1.9,5.0,24.1,0.25,1
12.0,25.0,1.9,1.9,17.6,0.3,1
12.0,15.0,1.9,3.449999999999993,20.850000000000005,,2
15.0,28.0,4.6,0.9,10.2,0.1,2
15.0,21.0,2.3,1.9,36.8,1.5,1
8.0,23.0,3.449999999999999,1.3999999999999928,23.500000000000004,0.8,2
8.0,17.0,2.3,1.9,22.4,1.5,1
8.0,9.0,,5.6,28.1,,1
,25.0,2.3,5.3,21.6,1.5,1
20.0,67.0,3.4,5.449999999999992,16.8,2.8,0
16.0,41.0,5.6,21.9,6.4,0.2,4
18.0,11.0,2.3,5.6,24.8,0.1,1
27.0,52.0,3.9499999999999993,6.8,15.0,2.2,4
27.0,30.0,2.3,6.199999999999992,23.3,1.15,1
20.0,51.0,,6.8,15.2,2.2,4
20.0,25.0,4.5,4.5,19.250000000000007,,2
15.0,22.0,4.5,4.5,16.8,1.6,2
12.0,16.0,4.5,6.5,0.1,1.6,2
13.5,18.0,,6.5,36.1,1.6,1
6.0,13.0,2.3,1.0,34.4,0.3,1
6.0,10.0,2.3,2.5,29.6,0.2,1
6.0,22.0,2.3,1.7499999999999911,23.3,0.6,1
14.0,31.0,2.3,2.5,17.6,0.4,4
14.0,21.0,,,20.450000000000006,0.6,2
16.0,18.0,,,17.6,,2
16.0,21.0,4.5,7.0,15.2,,2
16.0,19.5,4.5,7.0,15.2,,2
,38.0,4.5,7.0,0.1,,2
,16.0,1.7,4.7,28.1,,1
15.0,10.0,5.6,17.2,0.8,0.2,2
15.0,113.0,3.649999999999999,10.94999999999999,14.450000000000008,0.2,0
15.0,17.0,5.6,17.2,12.6,0.2,2
9.0,18.0,0.1,0.6,11.4,0.2,2
9.0,17.0,0.1,1.9,26.4,1.5,1
9.0,30.0,0.1,1.0,36.8,0.85,1
,14.0,,15.3,13.6,1.5,2
,21.0,,8.149999999999991,22.4,,1
,25.0,,11.4,15.2,0.5,2
3.0,8.0,,11.4,16.0,0.5,2
3.0,30.0,,11.4,15.600000000000005,0.5,2
9.0,50.0,,3.2,24.1,1.5,4
26.0,55.0,6.7,31.2,0.8,0.3,0
12.0,32.0,3.4,8.4,13.6,1.5,4
19.0,25.0,5.049999999999999,19.79999999999999,26.4,0.8999999999999999,1
6.0,18.0,3.4,8.4,24.8,1.5,1
6.0,16.0,,,20.0,,1
6.0,20.0,1.9,13.0,12.1,,2
15.0,42.0,1.9,1.0,30.6,,4
15.0,58.0,1.9,5.6,21.35000000000001,,0
15.0,48.0,,3.29999999999999,16.8,,4
14.0,26.0,4.6,0.9,8.6,0.1,2
6.0,22.0,4.6,1.6,24.8,0.1,1
10.0,13.0,4.6,1.2499999999999911,16.70000000000001,0.1,2
11.0,38.0,4.5,7.2,8.8,,4
11.0,17.0,4.5,7.2,7.3,,2
1.0,9.0,1.7,2.8,35.2,,1
7.0,18.0,2.3,2.0,26.4,,1
7.0,17.0,1.9999999999999991,4.7,26.4,,1
10.0,14.0,2.3,1.5,24.8,,1
8.5,39.0,2.3,3.0999999999999908,25.600000000000005,,2
10.0,28.0,2.3,0.1,1.0,0.1,2
,14.0,2.3,15.3,13.6,0.1,2
29.0,53.0,2.3,1.0,12.0,0.4,4
7.0,30.0,,8.149999999999991,20.8,0.4,1
23.0,38.0,,16.3,16.400000000000006,1.6,4
15.0,29.0,,16.3,7.3,0.2,2
19.0,10.0,,16.3,28.9,0.9,1
8.0,18.0,2.3,,28.9,0.2,1
8.0,18.0,2.3,0.3,28.9,0.2,2
8.0,28.0,2.3,2.8,15.2,0.2,2
9.0,23.0,0.1,0.8,10.6,0.1,2
16.0,41.0,5.6,21.9,6.4,0.2,4
12.5,8.0,2.8499999999999988,1.2,32.0,0.15000000000000002,1
16.0,24.5,5.6,3.8,19.200000000000006,0.2,2
10.0,13.0,,2.4999999999999893,9.6,,2
10.0,10.0,,3.8,32.0,,1
10.0,22.0,,9.4,0.5,0.3,2
10.0,21.0,0.1,1.1,11.4,0.5,2
8.0,9.0,0.1,5.249999999999989,24.1,0.39999999999999997,1
27.0,21.0,2.5,12.8,20.3,1.6,4
16.0,21.0,2.5,12.8,5.6,1.6,2
21.5,17.0,2.3,12.8,12.950000000000006,1.6,2
5.0,17.0,2.3,,9.0,,2
21.0,19.0,2.5,1.0,7.4,0.4,2
13.0,61.0,2.5,1.0,8.200000000000006,0.4,0
21.0,30.0,2.5,38.0,7.4,0.4,2
,46.0,,38.0,13.6,,4
,63.0,,28.7,13.6,,0
,25.0,,28.7,13.6,,2
14.0,21.0,2.6,5.6,37.6,,1
14.0,28.0,5.6,16.9,7.3,,2
16.0,41.0,5.6,21.9,6.4,0.2,4
16.0,23.0,5.6,4.2,15.2,0.2,2
32.0,25.0,5.6,2.8,16.8,0.2,4
32.0,8.0,,3.4999999999999876,26.4,,1
6.0,13.0,1.2,5.6,24.8,0.3,1
20.0,38.0,1.2,5.6,11.4,0.3,4
13.0,38.0,2.2,5.5,14.7,0.6,4
16.5,38.0,2.2,5.5,13.050000000000006,0.6,2
2.0,8.0,2.3,16.7,24.8,0.6,1
2.0,20.0,2.3,10.2,25.6,,1
2.0,35.0,2.3,13.449999999999987,25.20000000000001,,2
13.0,36.0,,1.1,25.6,1.5,2
13.0,37.0,,1.1,,1.5,2
13.0,23.0,,14.8,,1.5,2
,3.0,,14.8,,,2
6.0,6.0,2.3,4.7,17.6,,1
12.0,25.0,2.3,1.9,17.6,,1
29.0,25.0,2.3,14.7,17.6,6.6,2
27.0,36.0,2.0,10.2,10.4,1.3,4
18.0,47.0,1.2,1.9,24.8,0.2,4
6.0,15.0,1.5999999999999992,6.049999999999987,17.6,0.75,1
12.0,9.0,1.2,1.9,16.8,0.2,1
13.0,13.0,2.1,1.7,47.2,0.3,1
13.0,13.0,2.1,2.4,32.0,0.3,1
13.0,57.0,2.1,2.4,39.60000000000001,0.3,0
15.0,55.0,,16.6,4.8,,0
15.0,15.0,,9.49999999999999,4.8,,2
15.0,63.0,3.4,5.2,4.8,,0
,17.0,1.2,3.2,20.8,0.8,1
,5.0,2.299999999999999,4.199999999999988,21.6,0.8,1
10.0,11.0,1.2,3.2,21.200000000000003,0.8,2
10.0,20.0,,,25.6,,1
10.0,20.0,,2.2,16.0,,2
,14.0,,15.3,13.6,,2
19.0,35.0,,7.5,12.1,,4
19.0,24.5,,11.399999999999988,14.5,,2
19.0,38.0,2.5,1.0,11.4,0.6,4
10.0,33.0,2.5,1.0,22.4,0.6,4
10.0,17.0,5.6,15.3,16.900000000000006,0.6,2
9.0,27.0,3.4,1.0,23.3,,1
6.0,47.0,4.499999999999999,8.149999999999988,32.0,,4
7.5,38.0,3.4,1.0,27.650000000000006,,2
6.0,9.0,,5.6,28.1,,1
,43.0,,5.6,19.2,,4
6.0,9.0,1.2,1.0,28.1,1.5,1
18.0,21.0,1.2,5.6,24.8,0.2,1
4.0,11.0,1.2,3.2999999999999874,26.45000000000001,0.85,2
11.0,13.0,1.2,5.6,24.8,0.2,2
26.0,49.0,1.2,5.6,25.0,0.2,4
26.0,25.0,1.2,5.6,24.1,0.2,1
26.0,23.0,1.2,14.8,24.550000000000008,0.2,2
,51.0,,14.8,24.1,,4
18.0,26.0,,1.0,3.7,0.5,2
12.0,13.0,2.3,1.0,17.6,0.5,1
15.0,12.0,1.7,4.7,27.2,0.5,1
6.0,16.0,2.3,0.5,32.0,0.6,1
6.0,43.0,1.9999999999999991,2.5999999999999877,29.60000000000001,0.6,2
19.0,52.0,0.1,1.5,11.0,0.8,4
12.0,15.0,0.1,1.5,24.8,0.8,1
15.5,15.0,0.1,1.5,17.900000000000006,0.8,2
12.0,13.0,,,24.8,,2
26.0,50.0,,,10.2,0.1,4
26.0,25.0,,,23.3,0.2,1
26.0,25.0,,,16.750000000000007,0.15000000000000002,2
12.0,38.0,,,7.3,2.9,4
12.0,19.0,,1.5,23.3,2.9,1
12.0,25.0,,1.5,10.4,2.9,2
12.0,16.0,,6.5,0.1,,2
12.0,8.0,1.2,3.9,5.250000000000007,,2
6.0,15.0,1.2,5.199999999999988,28.9,,1
6.0,6.0,2.3,4.7,17.6,,1
6.0,28.0,2.3,4.7,23.250000000000007,,2
6.0,16.0,2.3,4.7,17.6,,2
8.0,30.0,0.1,3.8,19.5,0.2,4
8.0,17.0,0.1,3.8,15.3,0.2,2
8.0,23.5,0.1,2.5,20.0,0.3,1
4.0,21.0,,2.5,10.4,0.3,2
4.0,21.0,3.4,7.1,17.6,0.3,1
4.0,9.0,3.4,2.3,20.0,0.3,1
,17.0,3.4,4.699999999999987,22.4,0.3,1
13.0,52.0,0.2,2.5,21.6,0.2,4
9.0,18.0,0.2,4.5,20.8,0.2,1
11.0,24.0,0.1,2.0,11.0,0.2,2
9.0,17.0,0.1,3.2499999999999876,20.8,0.2,1
19.0,19.0,0.1,3.8,28.1,0.2,1
14.0,20.0,,13.0,22.4,0.2,1
7.0,17.0,1.9,9.2,14.0,0.6,2
7.0,19.0,1.9,5.0,26.4,0.6,1
46.0,57.0,4.3,16.5,10.4,5.8,0
25.0,53.0,4.3,10.749999999999988,25.6,5.8,4
5.0,14.0,4.3,2.7,11.0,5.8,2
15.0,38.0,,2.7,18.300000000000008,,2
5.0,6.0,,2.7,11.0,,2
16.0,48.0,,3.8,30.6,,4
17.0,30.0,2.8,3.7,4.1,0.5,2
16.5,18.0,2.8,15.0,15.2,0.5,2
40.0,58.0,2.3,1.0,16.8,0.3,0
40.0,56.0,2.3,1.6,22.4,1.3,4
40.0,6.0,2.3,1.2999999999999883,19.60000000000001,0.7999999999999996,2
9.0,25.0,1.6,1.0,14.0,0.6,2
9.0,19.0,1.6,1.0,14.0,0.6,2
6.0,32.0,1.6,1.0,24.8,0.6,4
45.0,65.0,,,24.8,,0
3.0,7.0,,,24.8,,2
24.0,50.0,,,,,4
3.0,12.0,1.5,4.7,27.2,,1
,17.0,1.5,4.7,27.2,,2
6.0,18.0,1.5,2.8,23.3,2.3,1
10.0,21.0,,8.4,11.2,2.3,2
8.0,17.0,,5.599999999999987,20.0,2.3,1
10.0,42.0,,8.4,15.600000000000007,,2
,30.0,,38.0,20.0,,2
,13.0,1.8,4.0,29.6,0.2,1
,19.0,1.8,20.999999999999986,29.6,0.2,2
17.0,32.0,0.4,1.4,28.7,0.3,4
14.0,21.0,0.4,1.4,28.7,0.3,2
15.5,17.0,3.4,10.2,11.2,0.3,2
9.0,19.0,3.4,8.2,8.0,,2
9.0,63.0,3.4,9.199999999999985,9.600000000000007,,0
9.0,109.0,3.4,8.2,8.0,,0
,30.0,,,22.8,0.2,1
6.0,9.0,,,11.2,0.3,2
6.0,16.0,,,34.4,0.24999999999999956,1
4.0,3.0,1.2,1.2,21.6,0.3,1
7.0,17.0,1.9,9.2,16.3,0.6,2
5.5,15.0,1.5499999999999998,1.7,11.2,0.2,2
10.0,25.0,1.9,5.449999999999985,13.750000000000007,1.5,2
10.0,16.0,,1.7,11.2,0.2,2
10.0,21.0,,,,0.8499999999999995,2
10.0,28.0,,,,0.2,2
10.0,21.0,,,23.3,2.9,1
26.0,38.0,1.0,,13.0,0.1,4
6.0,14.0,2.3,11.2,34.0,1.4999999999999996,1
16.0,26.0,1.6499999999999997,190.8,216.5,91.6,1
6.0,13.0,2.3,100.99999999999999,125.25,91.6,2
24.0,24.0,0.1,8.1,15.5,0.2,4
24.0,25.0,0.1,11.4,15.2,0.5,2
6.0,21.0,0.1,9.749999999999986,15.35,0.35,2
14.0,22.0,2.3,6.0,16.0,0.5,2
10.0,6.0,2.3,6.0,16.0,,2
14.0,25.0,2.3,6.0,16.0,,2
13.0,38.0,2.2,5.5,14.7,0.6,4
13.0,32.0,2.2,5.5,14.7,0.6,2
13.0,25.0,2.2,5.5,14.7,0.6,2
,20.0,,6.5,25.6,,1
6.0,11.0,2.3,8.6,20.0,0.3,1
6.0,11.0,2.3,7.549999999999986,22.8,0.3,2
10.0,17.0,2.3,1.3,32.0,0.3,1
10.0,30.0,,38.0,32.0,,2
10.0,7.0,,19.649999999999984,32.0,,2
,27.0,,38.0,9.8,,2
24.0,55.0,0.1,18.3,9.8,0.5,0
22.0,54.0,0.1,3.7,15.2,0.2,4
23.0,10.0,2.2,4.7,28.1,0.3500000000000001,1
22.0,6.0,2.2,4.199999999999987,21.65,0.2,2
22.0,41.0,1.0,8.3,12.2,0.1,4
9.0,17.0,1.0,8.3,20.8,0.1,1
15.5,9.0,178.4,2.9,20.0,0.1,1
9.0,13.0,1.9,5.0,24.1,,1
,16.0,90.15,3.949999999999987,22.050000000000004,,2
5.0,20.0,5.6,15.3,0.1,,2
5.0,50.0,5.6,1.1,21.6,,4
5.0,1.0,5.6,8.199999999999987,10.850000000000001,,2
